bookTitle,bookRating,ISBN,bookAuthor,yearOfPublication,Publisher,url,bookImage,bookDesc,ratingCount,bookPages,bookGenres
Three Wishes,3.78,60586125,Liane Moriarty,2004,HarperCollins,https://www.goodreads.com/book/show/1466455.Three_Wishes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1183888822l/1466455._SY475_.jpg,"Lyn, Cat, and Gemma Kettle, beautiful thirty-three-year-old triplets, seem to attract attention everywhere they go. Whenever they're together, laughter, drama, and mayhem seem to follow. But apart, each is very much her own woman, dealing with her own share of ups and downs. Lyn has organized her life into one big checklist, juggling the many balls of work, marriage, and motherhood with expert precision, but is she as together as her datebook would have her seem? Cat has just learned a startling secret about her marriage -- can she bring another life into her very precarious world? And can free-spirited Gemma, who bolts every time a relationship hits the six-month mark, ever hope to find lasting love? In this wise, witty, hilarious new novel, we follow the Kettle sisters through their thirty-third-year, as they struggle to survive their divorced parents' dating each other, their technologically savvy grandmother, a cheating husband, champagne hangovers, and the fabulous, frustrating .",110056,356 pages,"['Fiction', 'WomensFiction-ChickLit', 'Contemporary', 'Audiobook', 'Cultural-Australia', 'Romance', 'Adult', 'AdultFiction', 'Family', 'WomensFiction']"
Diary of a Drug Fiend,3.69,877281467,Aleister Crowley,1977,Weiser Books,https://www.goodreads.com/book/show/432342.Diary_of_a_Drug_Fiend,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347561080l/432342.jpg,"Diary of a Drug Fiend was Aleister Crowley's first published novel. To the reader of 1922 it presented a shocking look at a little known phenomenon. Today, while we are more familiar with drugs because of their widespread use in our culture, Diary of a Drug Fiend remains one o fthe most intense, detailed and accurate accounts of drug addiction and the drug experience.The book was written by Crowley after years of deep personal study and experimentation with drugs. It is the story of a young man and woman who fall madly in love and whirl through Europe in a frenzied haze of heroin/cocaine adventure. Their ecstacy is brought to an abrupt end when their drug supply is cut off and despair replaces joy. Through the guidance of King Lamus, a master Adept, they free themselves from the entanglements of addition by the application of practical Magick.The narrative carries the reader aloft through the brilliance of the imagery created by this master of language; his prose development parallels the growth and increasing depth of his characters in an uncanny fashion. This is a book to be read and reread. It will also prove a useful document to doctors, lawyers, police and addicts for its unique and precise presentation of the psychology of addiction and the possibility of its cure through the development of the True Will.",3204,368 pages,"['Fiction', 'Occult', 'Classics', 'Philosophy', 'Philosophy-Thelema', 'Fantasy-Magic', 'Novels', 'Spirituality', 'Occult-Magick', 'Literature']"
Arena,4.14,764226312,Karen Hancock,2002,Bethany House Publishers,https://www.goodreads.com/book/show/142023.Arena,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348514384l/142023.jpg,"Callie Hayes is living a life of fear and disillusionment when she volunteers for a psychology experiment that promises to turn her life around. As her orientation proceeds, Callie becomes frightened by the secrecy and evasion she encounters. When she demands to be released from the program, she is suddenly dropped into a terrifying alien world and into a perilous battle between good and evil. With limited resources and only a few cryptic words to guide her, Callie embarks on a life-changing journey. Will she decipher the plans the Benefactor has established for her escape, or will she succumb to the deception of the Arena?",2315,400 pages,"['Fantasy', 'ChristianFiction', 'ScienceFiction', 'Christian', 'Fiction', 'ChristianFiction-ChristianFantasy', 'YoungAdult', 'Adventure', 'Romance', 'ScienceFictionFantasy']"
Geography Club,3.74,60012218,Brent Hartinger,2003,HarperTempest,https://www.goodreads.com/book/show/94072.Geography_Club,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388423697l/94072.jpg,"I knew that any wrong action, however slight, could reveal my true identity...Russel is still going on dates with girls. Kevin would do anything to prevent his teammates on the baseball team from finding out. Min and Terese tell everyone they're really just good friends. But after a while, the truth's too hard to hide - at least from each other - so they form the ""Geography Club."" Nobody else will come. Why would they want to? Their secret should be safe.",14823,226 pages,"['YoungAdult', 'LGBT', 'Fiction', 'GLBT-Queer', 'Contemporary', 'LGBT-Gay', 'Romance', 'Romance-MMRomance', 'RealisticFiction', 'YoungAdult-Teen']"
Comanche Moon,4.12,006104010X,Catherine Anderson,1991,HarperTorch,https://www.goodreads.com/book/show/133499.Comanche_Moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386957357l/133499.jpg,"Orphaned after her parents were killed by Comanches, Loretta Simpson still lives in terror that the warriors will return, her fear so powerful, she is no longer able to speak a word.Hunter of the Wolf believes that Loretta is a woman of ancient prophecy whom he must honor. But Loretta can only see him as the enemy who has kidnapped her, and she refuses to succumb to his control—or his touch.Despite the hatred between their peoples, Loretta and Hunter gradually find their enmity changing to respect and care. In the midst of such conflict, it will take all the force of their love to find a safe haven.",8283,480 pages,"['Romance-HistoricalRomance', 'Romance', 'Historical', 'Westerns', 'Historical-HistoricalFiction', 'Romance-WesternRomance', 'Adult', 'Fiction', 'AsianLiterature-IndianLiterature', 'Adventure']"
Random Acts of Senseless Violence,3.94,871135779,Jack Womack,1994,Pub Group West,https://www.goodreads.com/book/show/1129928.Random_Acts_of_Senseless_Violence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348132999l/1129928.jpg,"With his vivid, stylized prose, cyberpunk intensity, and seemingly limitless imagination, Jack Womack has been compared to both William Gibson and Kurt Vonnegut - though Gibson admits, ""If you dropped the characters from Neuromancer into Womack's Manhattan, they'd fall down screaming and have nervous breakdowns"". Random Acts of Senseless Violence, Womack's fifth novel, is a thrilling, hysterical, and eerily disturbing piece ot work. Lola Hart is an ordinary twelve-year-old girl. She comes from a comfortable family, attends an exclusive private school, loves her friends Lori and Katherine, teases her sister Boob. But in the increasingly troubled city where she lives (a near-future Manhattan) she is a dying breed. Riots, fire, TB outbreaks, roaming gangs, increasing inflation, political and civil unrest all threaten her way of life, as well as the very fabric of New York City. In her diary, Lola chronicles the changes she and her family make as they attempt to adjust to a city, and a country, that is spinning out of control. Her mother is a teacher, but no one is hiring. Her father is a writer, but no one is buying his scripts. Hounded by creditors and forced to vacate their apartment and move to Harlem, her family, and her life, begins to dissolve. Increasingly estranged from her privileged school friends, Lola soon makes new ones: Iz, Jude, and Weezie - wise veterans of the street who know what must be done in order to survive and are more than willing to do it. And the metamorphosis of Lola Hart, who is surrounded by the new language and violence of the streets, begins. Simultaneously chilling and darkly hilarious, Random Acts of Senseless Violence takes the jittery urban fears we suppress, both in fiction and in daily life, and makes them explicit - and explicitly terrifying.--Publisher/Powells.com",2364,256 pages,"['ScienceFiction', 'Fiction', 'ScienceFiction-Dystopia', 'ScienceFiction-Cyberpunk', 'SpeculativeFiction', 'Apocalyptic-PostApocalyptic', 'Novels', 'ScienceFiction-Apocalyptic', 'NewYork', 'ScienceFictionFantasy']"
In the Bleak Midwinter,3.9,312288476,Julia Spencer-Fleming,2002,St. Martin's Minotaur,https://www.goodreads.com/book/show/113002.In_the_Bleak_Midwinter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558669830l/113002.jpg,"Clare Fergusson, St. Alban's new priest, fits like a square peg in the conservative Episcopal parish at Millers Kill, New York. She is not just a ""lady,"" she's a tough ex-Army chopper pilot and nobody's fool. Then a newborn infant left at the church door brings her together with the town's Police Chief, Russ Van Alstyne, who's also ex-Army and a cynical good shepherd for the stray sheep of his hometown. Their search for the baby's mother quickly leads them into the secrets that shadow Millers Kill like the ever-present Adirondacks. What they discover is a world of trouble, an attraction to each other--and murder...",13351,370 pages,"['Mystery', 'Fiction', 'Thriller-MysteryThriller', 'Mystery-Crime', 'Thriller', 'Audiobook', 'Romance', 'Contemporary', 'Suspense', 'Mystery-Detective']"
The Lonesome Gods,4.19,553275186,Louis L'Amour,1984,Bantam Books,https://www.goodreads.com/book/show/1123549.The_Lonesome_Gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578727l/1123549.jpg,"“I am Johannes Verne, and I am not afraid.” This was the boy’s mantra as he plodded through the desert alone, left to die by his vengeful grandfather. Johannes Verne was soon to be rescued by outlaws, but no one could save him from the lasting memory of his grandfather’s eyes, full of impenetrable hatred. Raised in part by Indians, then befriended by a mysterious woman, Johannes grew up to become a rugged adventurer and an educated man. But even now, strengthened by the love of a golden-haired girl and well on his way to making a fortune in bustling early-day Los Angeles, the past may rise up to threaten his future once more. And this time only the ancient gods of the desert can save him.",7425,545 pages,"['Westerns', 'Historical-HistoricalFiction', 'Classics', 'Historical', 'Adventure', 'Novels', 'Fiction', 'Action', 'Audiobook', 'AdultFiction']"
Tracks,3.94,805008950,Louise Erdrich,1988,Smithmark Pub,https://www.goodreads.com/book/show/78887.Tracks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170962034l/78887.jpg,"Set earliest in time within the cycle of her prizewinning and bestselling books, Love Medicine and The Beet Queen, Tracks takes readers to North Dakota at a time when Indian tribes were struggling to keep what little remained of their land. Features many familiar characters.",11399,226 pages,"['Fiction', 'Historical-HistoricalFiction', 'MagicalRealism', 'Academic-School', 'Novels', 'LiteraryFiction', 'Historical', 'Literature', 'Contemporary', 'Literature-American']"
Sister of My Heart,3.99,038548951X,Chitra Banerjee Divakaruni,2000,Anchor Pub,https://www.goodreads.com/book/show/16235.Sister_of_My_Heart,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403188554l/16235.jpg,"Anju is the daughter of an upper-caste Calcutta family; her cousin Sudha is the daughter of the black sheep of the family. Sudha is as beautiful, tenderhearted, and serious as Anju is plain, whip-smart, and defiant. yet since the day they were born, Sudha and Anju have been bonded in ways even their mothers cannot comprehend.The cousins' bond is shattered, however, when Sudha learns a dark family secret. Urged into arranged marriages, their lives take sudden, opposite turns: Sudha becomes the dutiful daughter-in-law of a rigid small-town household, while Anju goes to America with her new husband and learns to live her own life of secrets. Then tragedy strikes them both, and the women discover that, despite the distance that has grown between them, they have only each other to turn to. Set in the two worlds of India and America, this is an exceptionally moving novel of love, friendship, and compelling courage.",18472,322 pages,"['Fiction', 'Cultural-India', 'Contemporary', 'BookClub', 'AsianLiterature-IndianLiterature', 'Novels', 'Cultural-Asia', 'Adult', 'Historical-HistoricalFiction', 'Cultural']"
If You Really Loved Me,4.07,671769200,Ann Rule,1992,Pocket,https://www.goodreads.com/book/show/118469.If_You_Really_Loved_Me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985837l/118469.jpg," There was only one way to please her father: Murder his wife....   David Brown was the consummate entrepreneur: a computer wizard and millionaire by age thirty-two. When his beautiful young wife was shot to death as she slept, Brown's fourteen-year-old daughter, Cinnamon, confessed to killing her stepmother. The California courts sentenced her harshly: twenty-four years to life. But in the wake of Cinnamon's murder conviction, thanks in part to two determined lawmen, the twisted private world of David Brown himself unfolded with astonishing clarity -- revealing a trail of perverse love, twisted secrets, and evil mind games. A complex and often dangerous investigation suggested a horrifying scenario: Was the seemingly bland David Brown really a stone-cold killer who convinced his own daughter to prove her love by killing for him? A man who turned young women into his own personal slaves, who collected nearly $1 million in insurance money, and married his dead wife's teenage sister, David Brown was a sociopath who would stop at nothing...a deadly charmer who almost got away with everything.",9029,604 pages,"['Crime-TrueCrime', 'Nonfiction', 'Mystery-Crime', 'Mystery', 'Audiobook', 'Biography', 'Thriller', 'Family', 'Thriller-MysteryThriller', 'Adult']"
By the Rivers of Babylon,3.88,446358592,Nelson DeMille,1990,Warner Books,https://www.goodreads.com/book/show/33811.By_the_Rivers_of_Babylon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187731l/33811.jpg,"They were forced to meet by the rivers of Babylon...In Israel, two Concorde jets take off for a UN conference that will finally bring peace to the Middle East. Covered by F-14 fighters, accompanied by security men, the planes carry warriors, pacifists, lovers, enemies, dignatories - and a bomb planted by a terrorist mastermind. Suddenly they're forced to crash-land at an ancient desert site. Here, with only a handful of weapons, the men and women of the peace mission must make a desperate stand against an army of crack Palestinian commandos - while the Israeli authorities desperately attempt a rescue bid. A story of compulsive excitement, rich in personal drama and political tension that must rank as one of the greatest of our times.",6889,460 pages,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Thriller-MysteryThriller', 'Action', 'Drama', 'Historical-HistoricalFiction', 'War-Terrorism', 'Politics']"
Death in a Strange Country,3.9,60170085,Donna Leon,1993,HarperCollins Publishers,https://www.goodreads.com/book/show/48323.Death_in_a_Strange_Country,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402875415l/48323.jpg,"Early one morning Commissario Guido Brunetti of the Venice Police confronts a grisly sight when the body of a young man is fished out of a fetid canal. All the clues point to a violent mugging, but for Brunetti the motive of robbery seems altogether too convenient. When something is discovered in the victim’s apartment that suggests the existence of a high-level conspiracy, Brunetti becomes convinced that somebody, somewhere, is taking great pains to provide a ready-made solution to the crime.",12123,373 pages,"['Mystery', 'Fiction', 'Mystery-Crime', 'Cultural-Italy', 'Thriller-MysteryThriller', 'Mystery-Detective', 'Thriller', 'Audiobook', 'Contemporary', 'Novels']"
Madeline,4.24,670445800,Ludwig Bemelmans,1958,Viking Press,https://www.goodreads.com/book/show/475339.Madeline,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175060644l/475339._SX318_.jpg,"Madeline is one of the best-loved characters in children's literature. Set in picturesque Paris, this tale of a brave little girl's trip to the hospital was a Caldecott Honor Book in 1940 and has as much appeal today as it did then. The combination of a spirited heroine, timelessly appealing art, cheerful humor, and rhythmic text makes Madeline a perennial favorite with children of all ages.",198374,44 pages,"['Childrens-PictureBooks', 'Childrens', 'Classics', 'Fiction', 'Cultural-France', 'Poetry', 'Kids', 'RealisticFiction', 'Childrens-Juvenile', 'YoungAdult']"
A Knight of the Word,4.05,345379632,Terry Brooks,1998,Ballantine Books,https://www.goodreads.com/book/show/420496.A_Knight_of_the_Word,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403811542l/420496.jpg,"Eight centuries ago the first Knight of the Word was commissioned to combat the demonic evil of the Void. Now that daunting legacy has passed to John Ross - along with powerful magic and the knowledge that his actions are all that stand between a living hell and humanity's future.Then, after decades of service to the Word, an unspeakable act of violence shatters John Ross's weary faith. Haunted by guilt, he turns his back on his dread gift, settling down to build a normal life, untroubled by demons and nightmares.But a fallen Knight makes a tempting prize for the Void, which could bend the Knight's magic to its own evil ends. And once the demons on Ross's trail track him to Seattle, neither he nor anyone close to him will be safe. His only hope is Nest Freemark, a college student who wields an extraordinary magic all her own. Five years earlier, Ross had aided Nest when the future of humanity rested upon her choice between Word and Void. Now Nest must return the favor. She must restore Ross's faith, or his life - and hers - will be forfeit...",14502,386 pages,"['Fantasy', 'Fantasy-UrbanFantasy', 'Fiction', 'ScienceFictionFantasy', 'ScienceFiction', 'Fantasy-Magic', 'Fantasy-EpicFantasy', 'Paranormal-Demons', 'Horror', 'Epic']"
The Art of Dreaming,3.97,006092554X,Carlos Castaneda,1994,Perennial,https://www.goodreads.com/book/show/12847.The_Art_of_Dreaming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390455345l/12847.jpg,"After six years of study and meditation, the author presents a book which takes the reader on a journey of the soul via the teachings of the great sorcerer, Don Juan. Like layers of an onion, the author reveals that there are worlds existing within our own that can be visited through dreams.",5394,260 pages,"['Spirituality', 'Nonfiction', 'Philosophy', 'Spirituality-NewAge', 'Psychology', 'Philosophy-Metaphysics', 'Religion', 'Occult', 'Occult-Mysticism', 'SelfHelp']"
The Witches of Karres,4.16,743488377,James H. Schmitz,2004,Baen,https://www.goodreads.com/book/show/317621.The_Witches_of_Karres,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388644716l/317621.jpg,"NO GOOD DEED GOES UNPUNISHED . . .Captain Pausert thought his luck had finally turned—but he did not yet realize it was a turn for the worse. On second thought, make that a turn for the disastrous*.Unlucky in love, unsuccessful in business, he thought he had finally made good with his battered starship Venture, cruising around the fringes of the Empire and successfully selling off odd-ball cargoes which no one else had been able to sell. He was all set to return home, where his true love was faithfully waiting for him ... he hoped.But then he made the fatal mistake of freeing three slave children from their masters (who were suspiciously eager to part with them). They were just trying to be helpful, but those three adorable little girls quickly made Pausert the mortal enemy of his fiancee, his home planet, the Empire, warlike Sirians, psychopathic Uldanians, the dread pirate chieftain Laes Yango—and even the Worm World, the darkest threat to mankind in all of space.And all because those harmless-looking little girls were in fact three of the notorious and universally feared Witches of Karres.",2512,400 pages,"['ScienceFiction', 'Fantasy', 'Fiction', 'Space-SpaceOpera', 'Adventure', 'ScienceFictionFantasy', 'Fantasy-Magic', 'Paranormal-Witches', 'Space', 'YoungAdult']"
Close Range: Wyoming Stories,3.99,684852217,Annie Proulx,1999,Scribner,https://www.goodreads.com/book/show/27999.Close_Range,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442895695l/27999._SY475_.jpg,"Short-story collection from the Pulitzer Prize-winning and bestselling author of The Shipping News and Accordion Crimes.Annie Proulx's masterful language and fierce love of Wyoming are evident in these tales of loneliness, quick violence, and the wrong kinds of love. Each of the portraits in Close Range reveals characters fiercely wrought with precision and grace. These are stories of desperation and unlikely elation, set in a landscape both stark and magnificent.The half-skinned steer --The mud below --55 miles to the gas pump --The bunchgrass edge of the world --A lonely coast --Job history --Pair a spurs --People in Hell just want a drink of water --The governors of Wyoming --The blood bay --Brokeback Mountain",15051,289 pages,"['ShortStories', 'Fiction', 'Westerns', 'LGBT', 'Literature', 'Literature-American', 'Contemporary', 'LiteraryFiction', 'TheUnitedStatesOfAmerica', 'LGBT-Gay']"
Oceans Apart,4.23,310247497,Karen Kingsbury,2004,Zondervan Publishing Company,https://www.goodreads.com/book/show/282778.Oceans_Apart,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402601813l/282778.jpg,"A forgotten secret.A shocking discovery.A sacrifice of love that will bring Connor Evans to his knees. Airline Captain Connor Evans has nearly forgotten that stormy weekend in Hawaii eight years ago when he broke the greatest promise of all. Now Connor has the perfect life with his wife, Michele, and their two daughters, and the secret of that long-ago time is his alone.But an ocean away, a flight attendant is raising her young son by herself when the plane she's working on crashes into the Pacific. Her will is very clear about one thing—before the child can be given over to the state, his father must be contacted. The news rocks Captain Evans' life, and in the process he is presented with a choice: Refuse the child and never hear from him again, or take him for two weeks and decide whether to claim the boy as his own.Now, the family is on the brink of destruction. Can Michele and their daughters ever forgive Connor for what went wrong all those years ago? Or will the presence of one lonely child destroy everything?",12037,350 pages,"['ChristianFiction', 'Christian', 'Fiction', 'Romance', 'WomensFiction-ChickLit', 'Inspirational', 'AdultFiction', 'Drama', 'Contemporary', 'Adult']"
Trustee from the Toolroom,4.26,1842323016,Nevil Shute,2001,House of Stratus,https://www.goodreads.com/book/show/107300.Trustee_from_the_Toolroom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328037073l/107300.jpg,"A novel tells the story of a man who leads an ordinary, uneventful life, until overnight he becomes the trustee of his 10-year-old niece, and involved in the search for some missing money.",3545,305 pages,"['Fiction', 'Classics', 'Adventure', 'Novels', 'Historical-HistoricalFiction', 'Travel', 'Literature', 'EuropeanLiterature-BritishLiterature', 'Audiobook', 'Historical']"
The Endurance: Shackleton's Legendary Antarctic Expedition,4.33,375404031,Caroline Alexander,1998,Alfred A. Knopf,https://www.goodreads.com/book/show/537375.The_Endurance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320487170l/537375.jpg,"In August 1914, days before the outbreak of the First World War, the renowned explorer Ernest Shackleton and a crew of twenty-seven set sail for the South Atlantic in pursuit of the last unclaimed prize in the history of exploration: the first crossing on foot of the Antarctic continent. Weaving a treacherous path through the freezing Weddell Sea, they had come within eighty-five miles of their destination when their ship, Endurance, was trapped fast in the ice pack. Soon the ship was crushed like matchwood, leaving the crew stranded on the floes. Their ordeal would last for twenty months, and they would make two near-fatal attempts to escape by open boat before their final rescue.Drawing upon previously unavailable sources, Caroline Alexander gives us a riveting account of Shackleton's expedition--one of history's greatest epics of survival. And she presents the astonishing work of Frank Hurley, the Australian photographer whose visual record of the adventure has never before been published comprehensively. Together, text and image re-create the terrible beauty of Antarctica, the awful destruction of the ship, and the crew's heroic daily struggle to stay alive, a miracle achieved largely through Shackleton's inspiring leadership. The survival of Hurley's remarkable images is scarcely less miraculous: The original glass plate negatives, from which most of the book's illustrations are superbly reproduced, were stored in hermetically sealed cannisters that survived months on the ice floes, a week in an open boat on the polar seas, and several more months buried in the snows of a rocky outcrop called Elephant Island. Finally Hurley was forced to abandon his professional equipment; he captured some of the most unforgettable images of the struggle with a pocket camera and three rolls of Kodak film.Published in conjunction with the American Museum of Natural History's landmark exhibition on Shackleton's journey, The Endurance thrillingly recounts one of the last great adventures in the Heroic Age of exploration--perhaps the greatest of them all.",19471,224 pages,"['History', 'Nonfiction', 'Adventure', 'Biography', 'Travel', 'Adventure-Survival', 'Historical', 'Science', 'Art-Photography', 'Leadership']"
The Charioteer,4.1,156167689,Mary Renault,1994,Harvest Books,https://www.goodreads.com/book/show/67699.The_Charioteer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389484698l/67699.jpg,"After enduring an injury at Dunkirk during World War II, Laurie Odell is sent to a rural veterans’ hospital in England to convalesce. There he befriends the young, bright Andrew, a conscientious objector serving as an orderly. As they find solace and companionship together in the idyllic surroundings of the hospital, their friendship blooms into a discreet, chaste romance. Then one day, Ralph Lanyon, a mentor from Laurie’s schoolboy days, suddenly reappears in Laurie’s life, and draws him into a tight-knit social circle of world-weary gay men. Laurie is forced to choose between the sweet ideals of innocence and the distinct pleasures of experience. Originally published in the United States in 1959, The Charioteer is a bold, unapologetic portrayal of male homosexuality during World War II that stands with Gore Vidal’s The City and the Pillar and Christopher Isherwood’s Berlin Stories as a monumental work in gay literature.",4735,347 pages,"['LGBT', 'Historical-HistoricalFiction', 'Fiction', 'Historical', 'Classics', 'GLBT-Queer', 'LGBT-Gay', 'Romance', 'Romance-MMRomance', 'War']"
Red Rabbit,3.72,425191184,Tom Clancy,2003,Berkley Publishing Group,https://www.goodreads.com/book/show/19707.Red_Rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546283429l/19707.jpg,"Long before he was President or head of the CIA, before he fought terrorist attacks on the Super Bowl or the White House, even before a submarine named Red October made its perilous way across the Atlantic, Jack Ryan was an historian, teacher, and recent ex-Marine temporarily living in England while researching a book. A series of deadly encounters with an IRA splinter group had brought him to the attention of the CIA's Deputy Director, Vice Admiral James Greer—as well as his counterpart with the British SIS, Sir Basil Charleston—and when Greer asked him if he wanted to come aboard as a freelance analyst, Jack was quick to accept. The opportunity was irresistible, and he was sure he could fit it in with the rest of his work.And then Jack forgot all about the rest of his work, because one of his first assignments was to help debrief a high-level Soviet defector, and the defector told an amazing tale: Top Soviet officials, including Yuri Andropov, were planning to assassinate the Pope, John Paul II.Could it be true? As the days and weeks go by, Ryan must battle, first to try to confirm the plot, and then to prevent it, but this is a brave new world, and nothing he has done up to now has prepared him for the lethal game of cat-and-mouse that is the Soviet Union versus the United States. In the end, it will be not just the Pope's life but the stability of the Western world that is at stake. . . and it may already be too late for a novice CIA analyst to do anything about it.",29815,640 pages,"['Fiction', 'Thriller', 'SpyThriller-Espionage', 'Mystery', 'Action', 'Adventure', 'Suspense', 'War-MilitaryFiction', 'Thriller-SpyThriller', 'Thriller-MysteryThriller']"
The Wolf and the Dove,4.13,380007789,Kathleen E. Woodiwiss,1974,Avon,https://www.goodreads.com/book/show/896622.The_Wolf_and_the_Dove,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430144076l/896622.jpg,"The WolfNoble Aislinn grieves as the Iron Wolf and his minions storm through her beloved Darkenwald. And she burns with malice for the handsome Norman savage who would enslave her. . .even as she aches to know the rapture of the conqueror's kiss.The DoveFor the first time ever, mighty Wulfgar has been vanquished — and by a bold and beautiful princess of Saxon blood. He must have the chaste, sensuous enchantress who is sworn to his destruction. And he will risk life itself to nurture with tender passion a glorious union born in the blistering heat of hatred and war.",17873,512 pages,"['Romance', 'Romance-HistoricalRomance', 'Historical', 'Historical-Medieval', 'Historical-HistoricalFiction', 'HistoricalRomance-MedievalRomance', 'Fiction', 'Adult', 'EuropeanLiterature-BritishLiterature', 'WomensFiction-ChickLit']"
The Flame and the Flower,4.06,380005255,Kathleen E. Woodiwiss,1972,Avon,https://www.goodreads.com/book/show/896623.The_Flame_and_the_Flower,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305316569l/896623.jpg,"Doomed to a life of unending toil, Heather Simmons fears for her innocence — until a shocking, desperate act forces her to flee... and to seek refuge in the arms of a virile and dangerous stranger.A lusty adventurer married to the sea, Captain Brandon Birmingham courts scorn and peril when he abducts the beautiful fugitive from the tumultuous London dockside. But no power on Earth can compel him to relinquish his exquisite prize. For he is determined to make the sapphire-eyed lovely his woman... and to carry her off to far, uncharted realms of sensuous, passionate love.",17004,430 pages,"['Romance', 'Romance-HistoricalRomance', 'Historical', 'Historical-HistoricalFiction', 'Fiction', 'Adult', 'Historical-Regency', 'WomensFiction-ChickLit', 'Classics', 'Adventure-Pirates']"
A Wayside Tavern,4.2,449201406,Norah Lofts,1983,Fawcett Books,https://www.goodreads.com/book/show/688976.A_Wayside_Tavern,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266440056l/688976.jpg,"A Wayside Tavern tells, in a series of dramatic incidents, the story of a Suffolk drinking place from the end of the Roman occupation of Britain, until the present day. The Roman veteran, crippled and left behind, worshipped Mithras, so the place became known as the One Bull and down through the centuries it accommodated itself to changing times and became a clearing house for contraband, a miniature Hell Fire Club, a fashionable hotel, a mere pub.",278,368 pages,"['Historical-HistoricalFiction', 'Historical', 'Fiction', 'EuropeanLiterature-BritishLiterature', 'Romance-HistoricalRomance']"
The Fire Rose,3.97,067187750X,Mercedes Lackey,1996,Baen,https://www.goodreads.com/book/show/176881.The_Fire_Rose,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436287050l/176881._SY475_.jpg,"Beauty Meets Beast in San FranciscoAccepting employment as a governess after hard times hit her family, medieval scholar Rosalind Hawkins is surprised when she learns that her mysterious employer has no children, no wife, and she is not to meet with him face to face. Instead, her duties are to read to him, through a speaking tube, from ancient manuscripts in obscure, nearly-forgotten dialects.A requirement for the job was skill in translating medieval French, and she now understands the reason for that requirement, and assumes her unseen employer’s interest in the descriptions of medieval spells and sorcery is that of an eccentric antiquary. What she does not realize is that his interest is anything but academic. He has a terrible secret and is desperately searching for something that can reverse the effects of the misfired spell which created his predicament.",10088,433 pages,"['Fantasy', 'Romance', 'Fantasy-FairyTales', 'Fiction', 'Fantasy-Magic', 'Historical-HistoricalFiction', 'Historical', 'FairyTales-BeautyandTheBeast', 'ScienceFictionFantasy', 'HistoricalFiction-HistoricalFantasy']"
Not the End of the World,3.77,316614300,Kate Atkinson,2003,"Little, Brown",https://www.goodreads.com/book/show/28943.Not_the_End_of_the_World,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429503869l/28943.jpg,Arthur is a precocious eight-year-old boy whose mother is a B-list celebrity more concerned with the state of her bank account than with her son's development. Then an enigmatic young nanny named Missy introduces him to a world he never knew existed.,5340,288 pages,"['ShortStories', 'Fiction', 'Fantasy', 'Contemporary', 'EuropeanLiterature-BritishLiterature', 'LiteraryFiction', 'Mystery', 'MagicalRealism', 'Cultural-Scotland', 'Modern']"
